agency,programme,constellation,mission,platform,platform_code,instrument,sensor,campaign,cospar,nssdca,fullName,shortName,acronym,mnemonic,flat_id,hierarchical_id
JAXA,ALOS,ALOS-2,ALOS-2,ALOS-2,,PALSAR-2,PALSAR-2,,2014-029A,2014-029A,JAXA ALOS-2 PALSAR-2,ALOS-2-PALSAR-2,A2_P2,ALOSPAL,JAXA-ALOS2-PALSAR2,A_JAXA-M_ALOS2-I_PALSAR2
